Geneid	Chr	Start	End	Strand	Length	Female.ovary_1Aligned.sortedByCoord.out.bam	Female.ovary_2Aligned.sortedByCoord.out.bam	Female.ovary_3Aligned.sortedByCoord.out.bam	Female.ovary_4Aligned.sortedByCoord.out.bam	Female.ovary_5Aligned.sortedByCoord.out.bam	Female.brain_1Aligned.sortedByCoord.out.bam	Female.brain_2Aligned.sortedByCoord.out.bam	Female.brain_3Aligned.sortedByCoord.out.bam	Female.brain_4Aligned.sortedByCoord.out.bam	Female_embryonic_brain_1Aligned.sortedByCoord.out.bam	Female_embryonic_brain_2Aligned.sortedByCoord.out.bam	Male.testis_1Aligned.sortedByCoord.out.bam	Male.testis_2Aligned.sortedByCoord.out.bam	Male.testis_3Aligned.sortedByCoord.out.bam
droNovLTRL9_LTR 550 720	chr1	205027119	205027269	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL9_LTR 68 185	chr1	205027366	205027498	-	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1335 1381	chr1	205237247	205237293	+	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 3 149	chr1	205298472	205298623	+	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 107 1318	chr1	205368230	205369350	-	1121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 126 736	chr1	205480222	205480830	+	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 861 1054	chr1	205480830	205481025	+	196	1	0	1	0	1	0	0	1	1	0	0	0	0	0
droNovLTRL2_LTR 1 735	chr1	205777748	205778474	+	727	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1005 1158	chr1	205778461	205778608	+	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-3_StHa-I 4287 4423	chr1	205835257	205835409	-	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 280 545	chr1	205877265	205877513	+	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 936 1288	chr1	205877648	205877994	+	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Ld_droNov_LTR 1 697	chr1	205897374	205897593	+	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Ld_droNov_LTR 698 1014	chr1	205898151	205898248	+	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Ld_droNov_LTR 1015 1194	chr1	205898292	205898443	+	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1676 1736	chr1	206068387	206068451	+	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 3 395	chr1	206146484	206146905	+	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 670 878	chr1	206155882	206156083	-	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Ld_droNov_LTR 683 963	chr1	206196529	206196815	+	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL11_LTR 313 676	chr1	206224724	206225082	-	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 1 241	chr1	206582268	206582493	+	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 332 740	chr1	207177348	207177764	+	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 951 1190	chr1	207177750	207177986	+	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1191 1318	chr1;chr21;chr3	207178012;1986159;2589447	207178146;1986287;2589576	+;-;-	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 5 140	chr1	207253135	207253271	-	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1681 1742	chr1	207515942	207516009	+	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV2-11_PMaj-I 1687 1747	chr1	207683825	207683882	-	58	5	0	0	0	0	0	0	1	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 1 753	chr1	207734419	207735170	+	752	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 268 400	chr1	207793616	207793738	+	123	0	1	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 647 705	chr1	207802254	207802312	+	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV2_I-Lc_lycPyr.inc-int 945 1085	chr1	208407144	208407303	+	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Ld_droNov_LTR 1 84	chr1	208841142	208841225	+	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Ld_droNov_LTR 238 964	chr1	208841225	208841958	+	734	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVL2b2_LTR 296 354	chr1	209016398	209016459	+	62	7	0	3	7	3	11	1	0	5	2	1	2	9	1
strHab6-1866.inc 621 703	chr1	209327196	209327279	-	84	1	0	0	0	0	0	1	0	0	0	0	0	0	1
ERV3-4_ACC-L_droNov_LTR 576 647	chr1	209327489	209327577	-	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Ld_droNov_LTR 1 1223	chr1	209422567	209423518	+	952	0	0	0	1	0	0	0	0	1	0	0	0	0	0
calAnnLTRK5d_I 1991 2115	chr1	209607659	209607776	+	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-3_StHa-I 4299 4398	chr1	209615578	209615670	-	93	0	0	0	0	0	0	2	2	2	0	0	0	0	0
droNovLTR3_LTR 346 1051	chr1	209622381	209623049	-	669	0	0	0	0	0	0	0	0	1	0	0	0	0	0
droNovLTR3_LTR 2 385	chr1	209623060	209623436	-	377	0	0	0	0	0	0	1	0	0	0	0	0	0	0
calAnn6-5705.inc 3462 3548	chr1	209720858	209720937	+	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVK10_I-int 5303 5352	chr1	210350915	210350964	+	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1051 1318	chr1	210509877	210510176	-	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1014 1050	chr1	210510215	210510254	-	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 295 532	chr1	211086860	211087080	-	221	0	0	0	0	0	0	0	0	0	3	0	0	0	0
droNovLTRL2_LTR 108 269	chr1	211418171	211418334	+	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Ld_droNov_LTR 685 964	chr1;chr3	211476841;66242540	211477128;66242825	-;-	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Ld_droNov_LTR 2 684	chr1;chr3	211477162;66242860	211477820;66243515	-;-	1315	0	0	0	0	3	0	3	2	1	0	0	0	1	2
droNovLTRL7_LTR 625 704	chr1	211509612	211509685	-	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 378 719	chr1	211651029	211651361	+	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 523 671	chr1	211811779	211811844	+	66	0	5	0	0	5	0	0	1	1	1	0	0	0	0
droNovLTR3_LTR 958 1032	chr1	211812018	211812092	+	75	0	7	0	0	0	3	1	2	2	0	0	0	4	0
TguLTR11-Lc_droNov_LTR 816 896	chr1	212060591	212060671	+	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 897 1160	chr1	212060705	212060904	+	200	0	0	0	0	0	0	0	0	0	0	0	0	0	2
droNovLTR1b_LTR 20 517	chr1	212413441	212413897	+	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 1 1050	chr1;chr2;chr2;chr4	212444689;6215532;104371513;21308550	212445650;6216510;104372562;21309476	-;+;+;+	3918	0	0	0	0	0	0	0	1	0	0	0	0	0	0
droNovLTR3_LTR 55 412	chr1	212541314	212541685	-	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 47 414	chr1	212600392	212600752	-	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 3 397	chr1	212669023	212669429	-	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 1 278	chr1	212742432	212742747	-	316	0	0	0	0	0	0	0	0	1	0	0	0	0	0
calAnnLTRK2a_I 5457 5517	chr1	212755740	212755799	-	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV2-13_PMaj-I 3745 3816	chr1	213014265	213014335	+	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 179 412	chr1	213354180	213354422	+	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 355 756	chr1	213440385	213440772	-	388	1	0	0	0	0	0	1	0	0	0	0	0	0	0
droNovLTR3_LTR 2 414	chr1	213507181	213507599	+	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 167 478	chr1	213879343	213879609	-	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 157 361	chr1	214044831	214045027	+	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 6 208	chr1	214366859	214367062	-	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11l-Ld_lycPyr.inc 1415 1479	chr1	214615800	214615861	-	62	0	0	0	0	0	0	1	0	0	0	0	0	0	0
droNovLTRK2b_I 1580 1987	chr1	214751308	214751715	+	408	0	1	0	0	0	2	0	0	1	0	1	0	0	0
droNovLTRK2b_I 1988 2152	chr1	214751769	214751913	+	145	0	0	0	0	0	3	0	0	0	1	1	0	0	0
droNovLTRK2b_I 2535 2947	chr1	214751929	214752341	+	413	0	0	0	0	0	3	0	0	1	2	1	0	0	0
droNovLTRK2b_LTR 2 238	chr1;chr4	214752360;21345687	214752605;21345923	+;-	483	0	6	1	1	2	5	7	2	5	2	4	2	1	3
droNovLTR2_LTR 2 79	chr1	215474691	215474767	+	77	4	8	7	30	6	0	0	0	0	0	0	4	14	6
droNovLTR2_LTR 449 677	chr1	215474776	215474997	+	222	16	4	17	48	12	0	0	0	0	0	0	8	21	6
droNovLTRL1_LTR 9 522	chr1	215595385	215595854	+	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 1 56	chr1	215612259	215612314	+	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 180 677	chr1;chr3	215612427;22138183	215612937;22138681	+;+	1010	7	1	1	1	1	10	19	13	7	0	0	0	1	1
droNovLTRL2_LTR 1 962	chr1	215623064	215623932	+	869	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2a_I 1369 1536	chr1	215662142	215662306	+	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 213 630	chr1	215745002	215745397	+	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 52 384	chr1	215835931	215836284	-	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 388 744	chr1	215954582	215954922	-	341	148	145	106	231	177	126	78	76	91	20	4	141	217	127
droNovLTRL2_LTR 290 710	chr1	215965697	215966118	+	422	13	9	11	13	9	25	12	18	31	4	6	6	17	8
droNovLTRL2_LTR 302 434	chr1	216004372	216004512	+	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 772 1177	chr1	216068155	216068533	-	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 318 853	chr1	216068550	216069069	-	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR4.inc 271 879	chr1	216082173	216082817	+	645	0	0	1	0	3	2	4	0	2	0	0	0	0	0
droNovLTR4.inc 3856 5157	chr1	216083024	216084257	+	1234	0	0	5	2	1	2	3	0	2	0	1	7	1	0
droNovLTR4.inc 5662 5753	chr1	216084441	216084532	+	92	0	0	1	1	0	0	0	0	0	0	0	1	0	0
droNovLTR6.inc 2415 4203	chr1	216084564	216086345	-	1782	0	3	18	13	2	5	6	0	0	0	1	10	1	1
droNovLTR6.inc 372 1190	chr1	216086376	216087187	-	812	4	3	19	24	5	3	5	0	3	0	0	11	0	0
droNovLTR4.inc 4382 5659	chr1	216087150	216088398	+	1249	0	0	9	13	0	3	4	0	5	1	1	3	3	2
droNovLTR4.inc 953 1239	chr1;chr19;chr21;chr22;chr23;chr26	216089142;2856;9948422;3046;8864873;7509581	216089422;3132;9948698;3322;8865167;7509861	-;+;-;+;-;-	1688	16	15	18	3	21	21	28	9	18	10	1	3	5	2
droNov5-3049.inc 532 1206	chr1	216091955	216092631	+	677	13	35	37	46	9	34	31	7	15	0	0	31	13	6
droNov5-3049.inc 1253 1961	chr1	216093440	216094128	+	689	0	0	0	0	1	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 1 68	chr1;chr5	216110037;186106	216110104;186173	-;+	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 1 474	chr1	216110987	216111457	-	471	38	45	11	13	14	57	52	9	34	3	2	6	32	8
droNovLTR3_LTR 35 106	chr1	216128692	216128763	-	72	2	0	0	0	3	0	2	4	5	0	0	0	0	0
calAnnLTRK3_LTR 126 162	chr1	216129120	216129156	+	37	0	2	0	0	1	0	2	1	1	0	0	0	0	0
droNovLTR4.inc 8708 8787	chr1	216158266	216158346	+	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov5-3049.inc 1 1828	chr1	216159132	216161135	+	2004	0	0	0	0	0	2	0	2	2	0	0	0	2	0
droNovLTRK2a_I 3077 3235	chr1	216171568	216171730	-	163	14	33	16	38	20	1	0	0	1	0	0	2	5	2
droNovLTRK2b_I 2425 3185	chr1	216171792	216172562	-	771	133	538	100	109	55	6	0	0	2	0	0	4	3	3
TguERVK9_I-int 3556 4907	chr1	216172725	216173538	-	814	13	438	77	63	28	0	1	0	0	0	0	2	3	4
droNovLTRK2b_I 588 790	chr1	216173771	216174003	-	233	1	34	5	8	2	0	0	0	0	0	0	1	2	2
TguLTR11-Lb_droNov_LTR 539 889	chr1;chr1;chr27	216175285;216197351;6768182	216175630;216197696;6768530	-;+;+	1041	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 1053 1775	chr1	216176418	216177121	-	704	0	4	0	0	0	0	0	0	0	0	3	0	0	0
droNovLTR8.inc 674 1052	chr1	216177150	216177531	-	382	0	0	0	0	0	0	0	0	0	0	2	0	0	0
droNovLTR6.inc 1418 3913	chr1	216186572	216189100	+	2529	0	0	0	0	0	0	0	0	0	0	2	0	0	0
droNovLTR8.inc 4564 4946	chr1;chr20;chr20;chr20;chr20;chr20	216189101;15503416;15521075;15550912;15594072;15570611	216189482;15503797;15521456;15551293;15594453;15570993	-;-;-;-;-;+	2293	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TguLTR11-La_droNov_LTR 221 565	chr1	216195577	216195951	-	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR6.inc 3911 4074	chr1	216195988	216196153	+	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 1560 1992	chr1	216196139	216196572	+	434	0	7	0	0	0	0	0	0	0	0	1	0	0	0
TguERV2_I-La_lycPyr.inc-int 704 1127	chr1	216207293	216207691	+	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-2680.inc 292 498	chr1	216207803	216208008	+	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-2680.inc 3 217	chr1	216208153	216208353	+	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-2680.inc 218 2136	chr1	216208875	216210666	+	1792	1	0	0	0	0	0	0	0	0	1	0	0	0	0
strHab5-2680.inc 1957 2260	chr1	216210688	216211029	+	342	0	0	0	0	0	1	0	0	0	0	0	0	0	0
droNovLTR8.inc 4326 4570	chr1	216211551	216211805	+	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 245 557	chr1	216211633	216212007	+	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-1640.inc 223 325	chr1;chr18;chr3;chr5	216238751;13227551;20293949;70809446	216238862;13227662;20294060;70809557	+;+;+;+	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK1_I 1 3950	chr1	216238863	216242855	+	3993	14	53	44	9	33	3	3	4	7	20	14	3	1	5
droNovLTRK1_I 4167 5368	chr1	216242855	216244057	+	1203	20	2	0	0	0	0	1	0	0	0	1	1	2	0
droNovLTRK1_I 40 5888	chr1	216256822	216262695	-	5874	15	238	104	14	67	36	6	5	9	15	17	14	5	26
droNovLTRL2_LTR 267 545	chr10	66705	66947	-	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-La_droNov_LTR 224 892	chr10	99413	100115	-	703	0	0	0	0	0	0	1	0	0	0	0	0	0	0
droNovLTRL2_LTR 243 512	chr10	109622	109883	+	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 1 160	chr10	378093	378243	+	151	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TguERVK2_I-int 4726 4813	chr10	1730361	1730449	-	89	0	0	0	0	0	0	1	0	2	0	0	0	0	0
calAnn6-3070.inc 1380 1547	chr10	1800280	1800475	+	196	222	95	95	144	164	809	619	452	755	7	18	78	253	88
droNovLTRL2_LTR 609 731	chr10	2070216	2070339	+	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1191 1317	chr10	2070461	2070593	+	133	0	0	0	0	0	1	0	3	0	0	0	0	0	0
droNovLTRL1_LTR 11 170	chr10	2073424	2073576	+	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 30 211	chr10	2133710	2133753	+	44	0	0	0	0	0	0	0	0	1	0	0	0	0	0
droNovLTRL1_LTR 1 271	chr10;chr14	2149573;9553986	2149825;9554226	+;-	494	4	4	0	2	0	1	2	0	2	1	2	1	1	6
droNovLTRL1_LTR 6 455	chr10	2157879	2158286	+	408	0	0	0	0	1	1	0	0	3	1	0	1	0	0
droNovLTR5_LTR 219 337	chr10	2542363	2542480	-	118	0	0	0	0	0	1	0	0	1	2	0	0	0	0
droNovLTR1b_LTR 12 515	chr10	2860636	2861135	+	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR5c 405 460	chr10	2966516	2966572	-	57	0	4	1	0	4	1	0	0	2	0	0	3	2	1
droNovLTRL1_LTR 3 142	chr10;chr2;chr2	3102153;109448911;122026034	3102290;109449048;122026169	+;+;-	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 660 756	chr10	3240765	3240855	-	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 5 195	chr10	3292284	3292458	+	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-1355.inc 1838 1887	chr10	4067045	4067091	-	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 34 521	chr10	5482410	5482882	+	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 203 362	chr10	6428535	6428695	-	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 177 374	chr10	6512038	6512243	-	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV7i_LTR-Lb_lycPyr 4216 4249	chr10	6781131	6781165	+	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV2-6_StHa-I 5413 5785	chr10	7083242	7083746	-	505	0	0	0	0	0	0	0	2	7	0	0	1	0	0
calAnn6-5705.inc 3270 4158	chr10	7083489	7084394	-	906	0	0	0	0	0	1	0	7	7	0	0	0	0	0
ERV2-6_StHa-I 5305 5393	chr10	7084533	7084832	-	300	0	0	0	0	0	2	0	1	1	0	1	0	0	0
ERV2-6_StHa-I 2835 4500	chr10	7084957	7086082	-	1126	0	2	0	0	0	2	1	5	5	0	3	0	1	1
ERV2-6_StHa-I 2087 3005	chr10	7086400	7086902	-	503	0	0	0	0	0	1	1	3	3	0	0	0	0	0
strHab6-105.inc 1901 2040	chr10	7086849	7087009	-	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV2-6_StHa-I 1566 1798	chr10	7087182	7087414	-	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn5-482 1107 1363	chr10	7087230	7087483	-	254	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ERV2-6_StHa-I 1132 1325	chr10	7087655	7087848	-	194	0	0	0	0	0	1	0	3	3	0	0	0	0	0
strHab6-105.inc 333 776	chr10	7088260	7088701	-	442	0	0	0	0	0	0	0	0	3	0	3	0	0	0
droNovLTR3_LTR 870 1054	chr10	7106949	7107133	+	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 4 40	chr10	7445180	7445216	+	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 509 676	chr10	7445211	7445380	+	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-1_GG-LTR 359 404	chr10	7553827	7553870	-	44	0	0	0	0	0	0	0	0	0	0	1	0	0	0
strHab6-5973.inc 3127 3248	chr10	8906822	8906935	+	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 1 127	chr10	9013444	9013565	+	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 184 522	chr10	9599087	9599397	-	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 19 168	chr10	9599455	9599601	-	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK3_I 3955 3990	chr10	9963913	9963948	-	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV2-3_StHa-I 6621 6722	chr10	11037347	11037443	+	97	2	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab2-101.inc 1856 1904	chr10;chr4	12279305;60936932	12279358;60936981	-;-	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lycPyrLTRK10 1270 1302	chr10	12652033	12652064	+	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR5b-La_lycPyr 3522 3598	chr10	13367637	13367711	-	75	0	0	0	1	0	1	2	1	0	1	2	0	0	1
ERV3-4_ACC-L_droNov_LTR 2 105	chr10	13395537	13395637	+	101	0	0	0	0	0	0	2	0	1	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 368 757	chr10;chr7	13395624;16291855	13395988;16292243	+;+	754	2	1	1	0	0	1	4	0	2	0	1	0	0	0
droNovLTRL1_LTR 1 166	chr10	13484165	13484329	-	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-519.inc 553 616	chr10	13879593	13879654	-	62	28	45	114	28	66	10	7	6	6	0	0	58	10	67
droNovLTRL1_LTR 1 91	chr10;chr6	14162425;21617285	14162507;21617371	+;-	170	0	0	0	0	0	0	1	0	0	1	0	0	0	0
TguLTR11-Ld_droNov_LTR 592 643	chr10	15567325	15567378	-	54	0	1	0	0	0	1	0	0	0	0	2	0	0	0
TguERV4_I-int 530 596	chr10	15763614	15763673	-	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-3_StHa-I 4281 4458	chr10	16145095	16145260	-	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV2-6_StHa-I 4962 5013	chr10	16577631	16577680	-	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV2-13_PMaj-I 564 629	chr10	17199810	17199877	-	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 481 939	chr10	17335492	17335741	-	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 7 265	chr10	17335806	17336055	-	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVK6-int 5257 5340	chr10	17450828	17450911	-	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVK5_I-int 4800 4833	chr10	18147853	18147887	-	35	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TguERV3_I-int 8192 8241	chr10	19144166	19144212	-	47	0	0	0	0	1	0	0	0	0	0	0	1	0	2
calAnn6-2469.inc 1324 1387	chr10	19208593	19208608	+	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRL2a2 293 339	chr10	19244536	19244582	-	47	0	0	0	0	0	0	0	2	0	0	0	0	0	0
TguERV2_I-Lc_lycPyr.inc-int 2396 2429	chr10	19485649	19485682	+	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-1_GG-LTR 352 396	chr10	19609785	19609829	+	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 214 639	chr10	20062755	20063143	-	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1331 1381	chr10;chr2	20969760;139365944	20969809;139365994	+;-	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnnLTRK7a_I 2096 2130	chr10	21110572	21110606	-	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnnLTRK2a_I 5455 5547	chr10	21601360	21601448	-	89	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TguERV2_I-Lc_lycPyr.inc-int 4190 4273	chr10	22647316	22647398	-	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 7 677	chr10	22696150	22696827	+	678	16	15	11	9	11	0	0	0	1	0	0	2	11	25
TguERVK4_LTR2b 62 128	chr10	24857173	24857241	-	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL6_LTR 23 239	chr10	25416460	25416667	+	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV2-4_PMaj-LTR 127 200	chr10	25515141	25515227	+	87	0	2	0	0	0	2	2	5	2	1	0	0	1	0
droNov5-3049.inc 1 2106	chr10;chr11;chr14;chr15;chr18;chr20;chr21;chr21;chr21;chr21;chr23;chr23;chr7	25655936;25084357;6329;17704635;983;1573;9960382;9985229;10030995;10039557;8878412;8885694;45372621	25658105;25086573;8518;17706823;3238;3758;9962612;9987479;10033212;10041789;8880691;8887906;45374845	+;+;-;+;-;-;+;+;-;-;+;+;+	28859	12	14	2	5	5	14	5	14	17	2	3	2	7	1
droNovLTR7.inc 1 730	chr11;chr5	1;72159140	25492;72160754	-;+	27107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR7.inc 1 724	chr11;chr11;chr23;chr3	25605;106125;93639;47786048	42241;107607;96050;47788671	-;-;+;+	23156	0	0	0	0	3	2	0	0	1	1	1	1	1	0
droNovLTR7.inc 1 727	chr11;chr3	42344;47746763	99429;47755234	-;+	65558	0	0	0	0	0	0	0	0	0	2	0	0	0	0
droNovLTR8.inc 661 4946	chr11	100093	104378	-	4286	20	43	14	5	27	26	4	14	17	14	10	8	6	4
